Time, Altitude, U, V, W, Temperature
0.745995,207.106803,1.32,0.24,0.18,21.45
0.829837,3601.970968,1.44,0.12,0.02,21.61
0.918099,-12113.06673,1.44,0.12,-0.06,21.49
1.006468,-6848.974783,1.2,0.04,0.06,21.41
1.094384,-10036.18193,1.24,0.1,0.04,21.45
1.183793,28406.24179,1.2,0.1,0,21.33
1.268085,-3278.496226,1.2,0.24,-0.24,21.21
1.357059,1745.218511,1.2,0.24,-0.22,21.33
1.445153,9407.841469,1.68,0.56,-0.22,21.53
1.533026,-5077.275987,1.64,0.54,-0.14,21.61
1.621306,-13406.02753,1.66,0.5,-0.22,21.45
1.710063,-11763.09164,1.28,0.84,-0.68,21.61
1.798512,12527.93962,1.36,0.84,-0.72,21.45
1.887108,-6530.379103,2.06,-0.14,-1.1,21.61
1.97483,11895.18023,2.08,-0.12,-1.14,21.61
2.06263,-9832.081257,1.7,0.02,-0.5,21.77
2.150847,2914.237754,1.74,0.04,-0.48,21.77
2.239334,9128.125349,1.76,0,-0.52,21.65
2.331402,-12521.90963,1.78,0.1,-0.46,21.69
2.420062,12966.05679,1.78,0.12,-0.46,21.77
2.508609,3214.976647,1.94,0.12,-0.36,21.89
2.596959,15034.10439,1.94,0.08,-0.34,21.81
2.679765,2163.882604,1.94,0.06,-0.36,21.81
2.768434,-2496.891945,2.14,0.04,-0.46,22.13
2.856634,-2496.891945,2.1,-0.02,-0.46,22.13
2.938888,-0.646527,2.06,-0.12,-0.32,22.33
3.015268,-0.511671,2.08,-0.16,-0.32,22.25
3.102126,-4072.057588,1.7,0.36,-0.56,22.17
3.188765,-7903.960031,1.68,0.36,-0.5,22.37
3.275955,-6776.146779,1.66,0.34,-0.5,22.37
3.36285,3582.439807,1.88,0.12,-0.34,22.33
3.449858,-13312.05344,1.94,0.2,-0.38,22.37
3.536949,-13312.05344,1.96,0.24,-0.64,22.57
3.624221,-6857.369246,1.92,0.2,-0.64,22.61
3.711263,-1320.455719,1.94,0.24,-0.7,22.49
3.798366,290.376814,2.28,0.02,-0.56,22.77
3.885474,-4954.1574,2.3,-0.04,-0.58,22.61
3.972582,-10054.76084,2.36,0.62,-0.8,22.77
4.059558,-7793.242046,2.42,0.58,-0.8,22.65
4.146507,2525.166822,2.34,0.6,-0.84,22.77
4.233321,-12566.18265,2.3,0.58,-0.82,22.81
4.320218,13160.34461,2.36,0.62,-0.86,22.81
4.407321,-10794.94998,1.94,0.3,-0.46,22.93
4.49442,-4526.689421,1.98,0.36,-0.46,22.97
4.581461,-12145.40783,1.78,0.54,-0.24,22.93
4.668065,-0.074093,1.78,0.6,-0.2,22.97
4.741328,-0.211652,1.78,0.54,-0.24,22.81
4.824101,-2186.086695,1.54,0.52,0.16,22.93
4.913136,-6368.554726,1.52,0.5,0.16,22.77
5.001389,881.379873,2.56,0.12,-0.16,23.01
5.080675,881.379873,2.52,0.06,-0.14,23.05
5.168872,-14648.83991,2.5,0.04,-0.16,22.93
5.258744,5326.306932,2.2,0.12,0.1,21.93
5.347501,-12744.66412,2.2,0.14,0.08,21.97
5.436487,-11312.77146,2.36,-0.14,0.26,21.77
5.526409,-8031.084884,2.34,-0.18,0.24,21.69
5.615751,-2262.735014,2.36,-0.2,0.24,21.65
5.705423,-13288.44762,2.3,0.18,0.44,21.97
5.794766,-6094.107722,2.28,0.16,0.48,22.05
5.88454,-8659.911393,1.78,0.48,0.02,22.41
5.973837,-3853.988186,1.86,0.52,-0.04,22.37
6.063031,-391.593533,1.68,0.36,0.12,22.57
6.153042,-2050.553196,1.72,0.36,0.08,22.53
6.242352,-2476.192853,1.68,0.36,0.06,22.49
6.331861,-2476.192853,1.94,0.32,0.1,22.45
6.421009,-3603.029547,1.94,0.36,0.12,22.53
6.503539,-14696.80528,1.86,0.06,0.18,22.09
6.591677,-5050.775912,1.9,0.04,0.18,22.05
6.680228,-7180.464897,1.78,0.02,0.16,22.05
6.768779,1239.83,1.78,-0.04,0.2,21.77
6.8572,-11357.22298,1.78,0.02,0.16,21.85
6.94583,2904.597035,1.68,0.1,0.12,21.77
7.034637,-12276.65114,1.66,0.04,0.12,21.73
7.12261,-2424.96991,1.68,0.04,0.08,21.61
7.211037,-2424.96991,2.14,0.16,-0.04,22.29
7.299779,-13141.41786,2.16,0.16,-0.06,22.29
7.389087,-14113.01776,2.38,0.04,-0.22,22.61
7.477173,-12062.56201,2.42,0.06,-0.26,22.45
7.564917,-14115.7664,2.2,-0.04,-0.08,22.29
7.653715,14596.37067,2.18,-0.06,-0.04,22.33
7.742189,-9686.454673,2.22,-0.02,-0.06,22.29
7.830478,-3608.223281,2.06,-0.1,-0.38,21.93
7.919625,-6161.10537,2.06,-0.16,-0.38,21.85
8.008328,-9069.155448,2.12,-0.04,-0.64,21.45
8.096776,-7430.90414,2.1,-0.06,-0.6,21.45
8.185072,3079.265282,2.1,-0.08,-0.64,21.33
8.272123,-9617.327319,1.62,-0.64,-0.7,21.37
8.360975,-445.199195,1.7,-0.64,-0.68,21.37
8.449851,2443.67273,1.9,-0.36,-0.66,21.65
8.538183,-545.931756,1.88,-0.36,-0.66,21.65
8.626086,-15.677954,1.86,-0.4,-0.72,21.53
8.714488,-12687.51042,2.22,-0.06,-0.72,21.97
8.802824,-4129.044137,2.22,-0.14,-0.72,21.89
8.895298,6180.609675,1.68,0.28,-0.6,21.97
8.965514,3200.919661,1.64,0.28,-0.58,21.97
9.054239,10970.0434,1.96,-0.76,-1.04,21.33
9.142694,1642.35645,2.02,-0.64,-1.02,21.49
9.231326,10945.50325,2.02,-0.68,-1.04,21.49
9.31966,7896.844141,2.2,-0.72,-0.88,21.37
9.407819,-13453.91346,2.22,-0.72,-0.88,21.29
9.495935,13645.43049,2.02,-0.82,-1,21.41
9.583867,-11812.8512,2.02,-0.82,-0.98,21.45
9.671567,368.205202,1.96,-0.9,-1.02,21.29
9.760021,139.386596,2.62,-0.96,-0.82,21.61
9.848484,-4675.17643,2.6,-1.02,-0.8,21.53
9.930104,-13642.35757,2.52,-0.7,-0.7,21.37
10.008579,9109.159052,2.46,-0.7,-0.7,21.45
10.096901,5655.091993,2.46,-0.74,-0.72,21.29
10.185081,-1006.878445,2.94,-0.8,-0.82,21.61
10.273401,1024.65264,2.9,-0.88,-0.84,21.53
10.362319,8794.099666,2.24,-1.04,-0.52,21.61
10.451161,-10665.56277,2.2,-1.04,-0.54,21.57
10.535831,-5252.242569,2.18,-1.06,-0.56,21.49
10.620137,-9027.138453,2.12,-1.36,-0.18,21.33
10.708481,-6202.102352,2.12,-1.34,-0.16,21.45
10.797677,12858.01804,2.26,-1,-1.12,21.29
10.881854,3229.157816,2.3,-0.96,-1.14,21.25
10.970501,-6670.540368,1.22,-1.3,0.04,21.41
11.056164,-10003.70907,1.28,-1.32,0,21.33
11.144202,-14892.30824,1.24,-1.32,0.04,21.37
11.232528,-12054.05898,1.1,-1.54,0.8,21.45
11.320714,-12421.69606,1.16,-1.52,0.76,21.33
11.409069,7809.063896,0.76,-1.04,0.2,21.49
11.494804,2108.799609,0.76,-1.12,0.2,21.41
11.583422,2669.856996,0.72,-1.1,0.16,21.45
11.672238,-4681.412049,0.7,-1.16,0.3,21.45
11.752363,-8397.387984,0.64,-1.2,0.32,21.45
11.820142,-12491.00089,0.82,-1.3,0.64,21.45
11.889012,-12922.96615,0.78,-1.32,0.64,21.45
11.977806,-13302.10173,0.74,-1.38,0.6,21.41
12.065553,12790.69336,0.46,-1.2,0.52,21.57
12.154115,-7860.577382,0.48,-1.16,0.5,21.53
12.24256,-7284.586493,0.1,-1.22,1.22,21.29
12.33112,-4874.772111,0.06,-1.2,1.2,21.33
12.419554,-9921.636117,0.5,-1.14,1.1,21.29
12.507969,-6155.70984,0.56,-1.14,1.1,21.21
12.596486,509.040103,0.54,-1.14,1.1,21.17
12.685183,1068.978185,0.84,-1.08,0.7,21.33
12.774197,-3800.982215,0.8,-1.1,0.78,21.41
12.863102,6979.012806,1.36,-0.64,-0.16,21.37
12.951818,6979.012806,1.36,-0.66,-0.16,21.41
13.040591,1577.720517,1.3,-0.66,-0.14,21.45
13.130256,-7302.633204,1.32,-1.06,-0.44,21.29
13.21861,13905.29521,1.32,-1.04,-0.4,21.45
13.306965,-7098.463251,1.02,-0.9,-0.82,21.45
13.395212,-9124.002559,0.98,-0.88,-0.84,21.45
13.483422,3411.28452,0.92,-0.92,-0.88,21.29
13.56732,5521.084562,0.46,-0.88,-1.14,21.53
13.655267,-8281.794707,0.5,-0.9,-1.14,21.53
13.744129,-6525.442835,0.9,-0.88,-1.16,21.45
13.833132,-647.280723,0.92,-0.86,-1.14,21.45
13.921264,-10734.19751,0.86,-0.96,-1.18,21.37
14.010257,324.573481,0.8,-0.94,-2.16,21.37
14.099111,13328.04376,0.8,-0.96,-2.14,21.41
14.187641,18000.36548,0.42,-1.16,-2.2,21.57
14.276366,6280.517091,0.42,-1.22,-2.2,21.45
14.364977,14211.93501,0.7,-0.88,-2.3,21.77
14.453986,4438.301711,0.7,-0.86,-2.3,21.73
14.542964,8866.501181,0.72,-0.8,-2.3,21.77
14.631141,-4200.57033,1.12,-0.26,-2.62,21.93
14.719775,1836.980632,1.12,-0.22,-2.62,21.85
14.808283,45.617758,0.92,-0.86,-2.58,21.45
14.8972,-14649.03233,0.94,-0.88,-2.6,21.37
14.985724,-2804.326725,0.86,-0.94,-2.58,21.41
15.074272,-13056.53336,0.7,-0.88,-2.42,21.61
15.162712,-3358.691282,0.76,-0.88,-2.46,21.61
15.247583,378.969164,0.58,-0.96,-3.04,21.45
15.332219,-10736.32733,0.6,-0.9,-3.04,21.45
15.420232,-1354.203145,0.52,-0.98,-3.06,21.45
15.508101,-3416.020743,0.66,-1.18,-3.12,21.57
15.596296,-981.765529,0.66,-1.16,-3.12,21.49
15.684908,-3056.581011,0.86,-1.1,-2.6,21.61
15.773092,-10338.58149,0.82,-1.08,-2.6,21.57
15.86155,-4249.911742,0.6,-0.86,-2.96,21.77
15.950531,-2097.254159,0.64,-0.84,-2.96,21.73
16.039013,-11151.09661,0.62,-0.88,-2.96,21.61
16.127358,-2849.05721,0.68,-0.72,-2.98,21.77
16.215628,-11125.56359,0.66,-0.76,-2.96,21.77
16.304197,11840.91336,0.54,-0.48,-2.84,22.01
16.392874,1502.729416,0.52,-0.52,-2.84,21.93
16.481412,-4839.782502,0.48,-0.56,-2.88,21.85
16.569107,1602.207574,0.7,-0.78,-3.12,22.09
16.657438,-2951.064669,0.7,-0.76,-3.16,22.01
16.745978,-2705.935114,1.3,-0.8,-3.04,21.65
16.834815,-13264.24834,1.32,-0.76,-3,21.85
16.923761,-13264.24834,1.26,-0.8,-2.98,21.81
17.011063,26072.22566,1.44,-0.86,-2.8,21.65
17.084648,3733.290553,1.38,-0.86,-2.78,21.77
17.173107,4519.128718,1.24,-1.26,-2.7,21.25
17.261064,-950.36585,1.44,-1.1,-2.54,21.61
17.349965,-950.36585,1.38,-1.12,-2.54,21.65
17.434051,11395.23992,1.56,-0.88,-2.5,21.53
17.522801,-7241.646396,1.58,-0.88,-2.52,21.49
17.612342,12042.49959,2.06,-1.1,-2.12,21.45
17.701496,-9513.164493,2.02,-1.06,-2.12,21.57
17.790734,6129.454652,2.14,-1.06,-2.1,21.45
17.8795,1610.374215,2.14,-0.98,-2.08,21.61
17.969008,2298.832199,2.14,-1.02,-2.06,21.49
18.058094,-12120.65571,1.98,-1.04,-2.4,21.49
18.147382,-10629.02679,1.96,-1.04,-2.42,21.45
18.236484,7399.807305,2.18,-0.98,-1.84,21.45
18.32555,-5065.582071,2.18,-1.04,-1.84,21.49
18.414517,-4038.55802,2.1,-1.04,-1.88,21.45
18.503892,13226.62319,1.64,-0.96,-2.12,21.93
18.593113,-12547.36484,1.56,-1.04,-2.12,21.77
18.682736,2804.45484,1.54,-0.8,-2.04,21.97
18.771758,-5470.761537,1.54,-0.8,-1.96,22.01
18.845609,-3120.688181,1.52,-0.84,-2.04,21.93
18.933808,-7987.166566,1.04,-0.8,-2.2,21.69
19.0217,5694.81687,0.98,-0.84,-2.26,21.49
19.109214,17499.18784,1.1,-0.76,-2.46,21.73
19.197786,-4332.668377,1.22,-0.76,-2.46,21.61
19.286391,2338.330244,1.18,-0.8,-2.46,21.65
19.374965,-5642.57528,1.64,-0.52,-2.2,21.37
19.463497,-13381.43271,1.66,-0.48,-2.18,21.41
19.552015,9263.950099,1.52,-0.86,-1.82,21.29
19.640258,-4456.601263,1.44,-0.84,-1.82,21.45
19.729099,-12683.24304,0.7,-1.14,-1.72,21.41
19.817,-664.432278,0.76,-1.08,-1.78,21.41
19.904853,-2193.81545,0.72,-1.12,-1.76,21.49
19.993612,4131.339265,0.86,-1.04,-1.38,21.61
20.081942,4131.339265,0.84,-1.02,-1.4,21.57
20.170306,-8007.253021,0.7,-1.22,-0.8,21.61
20.258176,-1530.483043,0.7,-1.2,-0.78,21.69
20.347742,9577.406874,0.68,-1.22,-0.74,21.69
20.435869,-13024.98205,0.72,-1.14,-0.58,21.77
20.525168,-2288.740725,0.7,-1.2,-0.6,21.69
20.607228,7773.715998,0.84,-0.82,-0.72,21.69
20.695466,-8445.758628,0.86,-0.8,-0.74,21.73
20.783656,822.889885,0.82,-0.8,-0.74,21.77
20.872332,-10614.4522,0.62,-0.72,-0.46,21.85
20.961046,116.137404,0.66,-0.74,-0.48,21.65
21.049318,13367.8295,0.28,-0.62,-0.62,21.77
21.137994,8601.794096,0.3,-0.66,-0.66,21.77
21.22615,-12502.87768,0.24,-0.66,-0.66,21.77
21.314709,-2442.521963,0.48,-0.24,-0.4,21.73
21.402755,17861.92181,0.52,-0.22,-0.42,21.77
21.491362,-6963.407621,0,-0.26,0.48,21.77
21.579631,-4090.216828,0.02,-0.26,0.52,21.93
21.668349,-4090.216828,0.28,-0.16,-0.06,21.81
21.752037,-9425.250486,0.24,-0.22,-0.04,21.73
21.839962,-914.57284,0.24,-0.16,-0.06,21.85
21.928054,-4910.111686,1.26,-0.44,-1.08,22.57
22.016122,1419.818636,1.3,-0.48,-1.14,22.33
22.104232,9535.682661,1.36,-0.54,-0.56,22.49
22.192778,-9089.148052,1.38,-0.54,-0.58,22.45
22.281257,-3047.155063,1.3,-0.5,-0.58,22.49
22.368272,-3215.525754,1.52,-0.38,0.18,22.09
22.457176,-2218.666496,1.52,-0.4,0.18,22.05
22.546243,11313.87375,1.72,-0.18,-0.26,22.61
22.634765,-13604.84512,1.78,-0.12,-0.22,22.69
22.723623,8158.028728,1.7,-0.22,-0.26,22.53
22.812955,-8378.056749,2.18,-0.3,0.24,22.61
22.901584,-12703.90636,2.18,-0.32,0.22,22.69
22.98986,-3559.732626,2,0.04,0.1,22.57
23.078883,-1791.812995,2.02,0.04,0.1,22.57
23.167602,-9977.597213,1.98,-0.1,0,22.45
23.256609,-11657.62843,1.94,-0.12,0.02,22.41
23.3457,-63.397584,2.02,-0.08,0,22.49
23.433706,-1065.09849,2.28,-0.38,-0.26,22.13
23.522275,778.070953,2.28,-0.38,-0.32,22.05
23.607035,-1314.021513,2.22,-0.72,-0.14,22.13
23.695944,-7779.819644,2.24,-0.72,-0.16,22.05
23.784216,-7779.819644,2.2,-0.74,-0.18,21.97
23.872849,-13130.36837,2.3,-0.8,-0.72,22.13
23.961241,-8642.880149,2.3,-0.78,-0.74,22.13
24.050174,366.119622,2.3,-0.82,-0.92,21.93
24.136515,-12280.50877,2.3,-0.78,-0.96,21.85
24.225808,21800.15009,2.52,-1.04,-1.54,21.97
24.314913,13411.46481,2.52,-1.02,-1.54,21.97
24.404148,-9135.411488,2.48,-0.98,-1.54,21.97
24.493066,-12228.33684,2.98,-0.66,-0.7,22.13
24.581578,-10692.33336,2.96,-0.7,-0.72,22.13
24.670483,3361.069096,2.3,-0.88,-1.46,21.97
24.760028,16684.05107,2.26,-0.96,-1.4,22.01
24.849292,16684.05107,2.26,-0.9,-1.46,22.05
24.938255,-6561.793403,1.78,-0.88,-2.26,22.13
25.027384,2772.385987,1.86,-0.86,-2.26,22.13
25.116354,246.931614,1.78,-1.44,-1.66,21.97
25.204883,-10711.02265,1.74,-1.46,-1.66,21.89
25.293762,-8594.70721,1.78,-1.46,-1.7,21.85
25.382816,-7097.908242,1.78,-1.42,-1.38,21.85
25.47175,-11140.14957,1.76,-1.38,-1.38,21.97
25.560872,-10032.66427,1.76,-1.36,-1.42,21.77
25.645315,-12146.808,1.78,-1.3,-1.4,21.77
25.734159,-2071.72041,1.72,-1.36,-1.4,21.77
25.823238,-583.653982,1.36,-1.58,-1.16,21.77
25.904322,-10745.28559,1.28,-1.62,-1.18,21.69
25.992714,-11980.06057,1.24,-1.38,-1.34,21.77
26.062612,-6636.995485,1.2,-1.32,-1.34,21.93
26.150492,-6478.850248,1.32,-1.46,-0.94,21.85
26.239571,-10656.28569,1.32,-1.5,-0.96,21.73
26.328561,-3413.65395,1.34,-1.5,-0.92,21.73
26.41699,-6607.018257,1.6,-0.98,-1.46,21.81
26.50535,1510.520465,1.54,-0.98,-1.42,21.93
26.593894,-8659.096133,0.86,-1.14,-1.52,21.85
26.682636,-3096.580802,0.86,-1.12,-1.54,21.89
26.77063,-6007.552694,0.82,-1.2,-1.52,21.85
26.858684,20664.93952,0.34,-1.26,-1.3,21.89
26.946821,5106.891289,0.36,-1.22,-1.3,21.97
27.034955,-1869.381739,1.1,-1.1,-0.92,22.09
27.123605,-13119.92402,1.1,-1.1,-0.96,22.09
27.211891,1326.485292,1.1,-1.12,-0.98,21.97
27.300247,-5760.288562,1.86,-0.96,-0.64,22.09
27.388657,-6842.246577,1.92,-0.92,-0.66,22.09
27.476634,2734.048442,1.72,-0.72,-0.38,21.97
27.564856,-3301.835372,1.68,-0.72,-0.3,21.97
27.648414,3144.626738,1.56,-0.9,0.3,22.09
27.737022,-8591.256758,1.6,-0.84,0.28,22.09
27.826314,31629.95564,1.6,-0.88,0.3,22.05
27.914891,-1538.544483,1.36,-0.8,0.88,21.97
28.003974,-1538.544483,1.32,-0.88,0.86,21.81
28.09236,904.391829,0.76,-0.92,0.62,22.05
28.181652,-14723.57785,0.76,-0.94,0.6,21.97
28.270138,-10781.78445,0.72,-0.92,0.58,21.97
28.358997,10682.54464,0.68,-1.04,0.64,22.01
28.448195,-12339.48173,0.7,-0.96,0.62,22.09
28.536757,13460.42863,0.98,-1.18,-0.22,21.89
28.625667,16094.92702,0.96,-1.18,-0.22,21.85
28.714391,5688.669259,0.94,-1.22,-0.26,21.73
28.803164,-11191.32562,1.06,-0.98,-0.56,21.65
28.891786,-8135.15689,1.1,-0.96,-0.56,21.73
28.980482,-7560.117659,1.86,-0.78,-0.38,21.65
29.069723,-6013.870802,1.78,-0.82,-0.34,21.77
29.158776,6185.826927,1.84,-0.82,-0.42,21.61
29.247333,6185.826927,1.54,-0.94,0.04,21.81
29.336162,-4068.689253,1.6,-0.96,0,21.65
29.425815,-4483.358985,1.2,-1.22,-0.14,21.73
29.510499,-12391.90029,1.04,-1.4,-0.32,21.33
29.599932,7434.346972,1.72,-1.48,-0.48,21.45
29.689348,2396.881394,1.72,-1.44,-0.46,21.53
29.765483,2396.881394,1.66,-1.5,-0.46,21.41
29.856547,8029.862408,1.6,-1.06,-0.5,21.49
29.947663,-10859.97318,1.68,-1.04,-0.48,21.49
30.037991,-8540.613524,2.12,-1.1,-0.46,21.53
30.12809,24143.31324,2.14,-1.12,-0.42,21.57
30.218012,3844.815873,2.12,-1.12,-0.48,21.45
30.304155,-3807.159107,2.14,-0.72,-0.22,21.53
30.392965,7046.765901,2.16,-0.74,-0.22,21.49
30.482145,26050.81118,1.68,-0.48,0.24,21.73
30.572733,-6163.284951,1.7,-0.46,0.2,21.65
30.662122,-9110.101976,0.98,-0.46,0.02,21.81
30.751154,-5823.9413,0.98,-0.46,-0.04,21.69
30.84135,-9580.299249,0.96,-0.38,-0.02,21.81
30.931407,-5258.317973,0.06,-0.48,-0.1,21.77
31.02097,-1425.715278,0.06,-0.46,-0.1,21.85
31.110379,12151.20334,0.14,-0.54,-0.02,21.77
31.199978,1967.64876,0.1,-0.56,0.02,21.77
31.284164,-3710.005537,0.08,-0.56,0.02,21.81
31.373694,7445.855769,0.22,-0.64,0.34,21.89
31.462593,-140.334859,0.22,-0.6,0.36,22.01
31.552226,2974.380278,0.04,-0.5,0.04,21.85
31.641751,-3572.611201,0.04,-0.48,0.04,21.93
31.731072,-6488.432213,0.04,-0.44,0.04,21.89
31.820501,-14618.50359,-0.12,-0.48,-0.52,21.77
31.91022,2093.012684,-0.14,-0.46,-0.5,21.85
31.999734,5525.189825,-0.26,-0.62,-0.52,21.69
32.088968,-10262.74424,-0.32,-0.64,-0.52,21.61
32.179011,-8337.667262,-0.04,-0.82,-0.06,21.73
32.270103,18367.01084,-0.08,-0.78,-0.02,21.89
32.355433,-7504.707244,-0.1,-0.84,-0.04,21.77
32.446397,-13156.79101,0.36,-0.88,-0.04,21.61
32.535843,-2573.405408,0.34,-0.88,-0.06,21.73
32.625339,-11199.83355,0.9,-0.84,0.24,21.53
32.714987,812.829765,0.9,-0.86,0.24,21.45
32.807419,-11305.8561,0.86,-0.82,0.2,21.53
32.886101,-3108.267321,1.18,-0.5,-0.1,21.61
32.972986,25476.93932,1.2,-0.56,-0.14,21.45
33.05561,-9297.560668,1.4,-0.46,-0.54,21.61
33.14429,22516.72774,1.4,-0.46,-0.56,21.61
33.232283,19113.89384,1.28,-0.52,-0.46,21.29
33.321319,-13900.65999,1.22,-0.56,-0.46,21.37
33.409536,4085.362453,1.32,-0.56,-0.46,21.29
33.497862,-812.117487,1.22,-0.64,-0.38,21.33
33.586118,6158.306618,1.22,-0.56,-0.42,21.45
33.674489,-240.802764,1.18,-0.66,-0.32,21.41
33.763144,4899.351145,1.26,-0.68,-0.36,21.29
33.851317,-1696.711823,1.22,-0.68,-0.38,21.37
33.939583,-1390.391898,1.22,-0.6,-0.62,21.45
34.028402,-7059.381984,1.18,-0.66,-0.58,21.45
34.117289,-14178.77724,1.2,-0.64,-0.36,21.41
34.205363,-1979.320519,1.2,-0.6,-0.38,21.37
34.29344,13066.00489,1.12,-0.7,-0.38,21.37
34.38107,-10708.16324,1.38,-0.74,-0.22,21.45
34.470105,-10708.16324,1.4,-0.76,-0.22,21.45
34.558144,-10708.16324,1.1,-0.9,-0.14,21.45
34.640904,-11201.92054,1.04,-0.94,-0.1,21.53
34.724324,-7911.052049,1.08,-0.92,-0.16,21.45
34.799368,-339.563567,0.98,-0.9,-0.4,21.61
34.878045,-14472.98754,1.02,-0.96,-0.4,21.45
34.953459,-11664.19639,1.2,-0.9,-0.46,21.49
35.029802,12838.98884,1.22,-0.9,-0.46,21.53
35.108036,4331.392467,1.18,-0.96,-0.5,21.45
35.183948,-12447.11044,1.1,-0.96,-0.48,21.49
35.272201,-6989.810387,1.08,-0.9,-0.46,21.57
35.361655,11646.38833,1.22,-1.04,-0.48,21.49
35.451103,-6443.978835,1.18,-1.04,-0.48,21.53
35.540443,-8753.872505,1.28,-1.14,-0.34,21.61
35.630002,-2423.683968,1.26,-1.14,-0.36,21.53
35.719319,-9018.099102,1.26,-1.14,-0.38,21.61
35.808612,-7296.166209,1.02,-0.84,0.08,21.61
35.898131,1285.088117,1.02,-0.8,0.12,21.65
35.987304,-9746.164711,1.04,-0.78,0.06,21.65
36.076839,-1406.815672,1.08,-0.72,0.02,21.69
36.1658,13306.70277,1.12,-0.74,0.02,21.53
36.254362,-4187.554252,1.44,-0.62,-0.46,21.61
36.343343,-4187.554252,1.44,-0.58,-0.46,21.69
36.434923,-12584.15248,1.34,-0.46,-0.4,21.77
36.519199,8912.530824,1.38,-0.46,-0.44,21.77
36.603366,2926.871785,1.36,-0.5,-0.46,21.61
36.691079,-992.633917,1.3,-0.82,-0.12,21.77
36.779264,-5713.940366,1.3,-0.78,-0.12,21.81
36.867925,-6292.268909,1.2,-0.64,0.12,21.85
36.956537,8008.457763,1.16,-0.7,0.12,21.81
37.044363,-6100.213517,1.68,-0.44,-0.1,21.81
37.133018,13703.0293,1.72,-0.46,-0.06,21.89
37.220519,-13632.31323,1.68,-0.44,-0.08,21.81
37.308039,-8439.65182,1.28,-0.46,-0.16,21.73
37.396349,-7174.116542,1.36,-0.42,-0.18,21.69
37.48433,-1020.009802,1.16,-0.88,-0.44,21.65
37.572439,-9829.682345,1.2,-0.86,-0.38,21.69
37.660405,3112.916445,1.22,-0.8,-0.44,21.61
37.748468,19205.91554,1.4,-0.86,0,21.69
37.836588,-5232.723379,1.36,-0.88,-0.02,21.77
37.924495,7138.042745,1.24,-0.9,0.04,21.85
38.012895,-11543.37884,1.28,-0.88,0,21.81
38.100831,-11548.57228,1.2,-0.92,0.04,21.85
38.189576,-11272.30561,1.06,-0.8,0.12,21.65
38.266271,-11272.30561,1.04,-0.8,0.12,21.73
38.347143,-12837.41532,1.36,-0.96,0.36,21.61
38.433886,9845.685941,1.3,-0.94,0.44,21.73
38.522171,-4546.950617,1.3,-0.96,0.42,21.61
38.61116,-4923.537732,0.9,-1,0.04,21.65
38.696179,11514.45951,0.84,-1.02,0.02,21.57
38.78893,-9244.474671,1.36,-1.1,-0.02,21.45
38.87313,-1565.084289,1.36,-1.06,0.04,21.53
38.9616,7432.138694,1.4,-1.02,-0.02,21.49
39.050149,-11720.88662,1.52,-1.12,0.06,21.61
39.138496,-553.549563,1.52,-1.08,0.04,21.61
39.226671,-6687.030806,1.36,-1,-0.02,21.61
39.31574,400.962498,1.44,-0.98,-0.06,21.45
39.404535,892.760029,1.28,-0.72,0.12,21.65
39.494064,-2070.423594,1.2,-0.8,0.12,21.45
39.583448,13051.08665,1.2,-0.82,0.12,21.53
39.672524,9800.087145,1.54,-0.64,0.24,21.57
39.761581,7956.965475,1.58,-0.68,0.22,21.45
39.850118,3581.473138,1.36,-0.78,0.44,21.45
39.938831,-9683.731634,1.36,-0.72,0.4,21.49
40.022892,5966.685924,1.3,-0.78,0.42,21.53
40.11086,-12626.29712,1,-0.6,0.58,21.61
40.198544,-1805.167259,0.98,-0.62,0.62,21.65
40.287526,5468.843111,1.2,-0.74,0.94,21.61
40.376289,19741.2025,1.2,-0.76,0.92,21.53
40.46445,-12201.54147,1.56,-0.38,0.7,21.37
40.55255,-3473.955085,1.56,-0.38,0.74,21.41
40.641091,7679.836566,1.6,-0.38,0.7,21.41
40.72908,-13525.83121,1.84,-0.6,0.28,21.53
40.817131,-7988.812002,1.86,-0.6,0.24,21.41
40.906215,-8943.502806,1.64,-0.44,0.12,21.61
40.994186,-3958.458035,1.62,-0.46,0.1,21.61
41.082355,-7699.791495,1.68,-0.44,0.02,21.49
41.170915,-3821.562805,1.86,-0.56,-0.06,21.53
41.259333,-2369.580633,1.88,-0.54,-0.06,21.45
41.347865,-3175.417051,1.94,-0.42,-0.1,21.45
41.435228,670.490946,1.96,-0.46,-0.12,21.37
41.523796,-8335.153638,1.94,-0.46,-0.14,21.29
41.612027,-11241.25313,2.1,-0.42,-0.2,21.61
41.701747,97.796791,2.06,-0.48,-0.2,21.53
41.768808,3243.758729,2.1,-0.26,-0.36,21.45
41.840957,4845.707264,2.08,-0.32,-0.32,21.41
41.93062,19313.64553,1.96,-0.32,-0.22,21.41
42.01939,-10662.0622,1.98,-0.36,-0.24,21.37
42.109266,-7909.876275,1.96,-0.34,-0.26,21.29
42.198818,-9730.822471,1.86,-0.3,-0.22,21.21
42.287962,-1097.071293,1.88,-0.26,-0.24,21.33
42.378162,-153.151201,2,-0.18,-0.64,21.33
42.467266,2570.939451,2.02,-0.12,-0.68,21.33
42.555949,1986.199664,1.98,-0.24,-0.72,21.17
42.644325,805.943032,1.92,-0.36,-0.78,21.33
42.734098,6679.590427,1.86,-0.32,-0.78,21.45
