
12:14:58.581,RX,"28.306" 
12:14:58.761,RX,"25.3303" 
12:14:58.761,RX,"1.6088,2.83455,9.193" 
12:14:58.791,RX,"12" 
12:14:58.791,RX,"28.513" 
12:14:58.940,RX,"25.4626" 
12:14:58.971,RX,"1.68541,2.98777,9.19" 
12:14:59.003,RX,"312" 
12:14:59.003,RX,"28.72" 
12:14:59.151,RX,"25.4407" 
12:14:59.151,RX,"1.49388,2.98777,8.77" 
12:14:59.183,RX,"177" 
12:14:59.183,RX,"28.927" 
12:14:59.361,RX,"25.4186" 
12:14:59.362,RX,"1.68541,2.94946,9.07" 
12:14:59.393,RX,"821" 
12:14:59.393,RX,"29.134" 
12:14:59.571,RX,"25.3965" 
12:14:59.571,RX,"1.68541,2.94946,9.07" 
12:14:59.600,RX,"821" 
12:14:59.600,RX,"29.341" 
12:14:59.781,RX,"25.3524" 
12:14:59.781,RX,"1.6088,2.87285,9.308" 
12:14:59.810,RX,"04" 
12:14:59.810,RX,"29.548" 
12:14:59.991,RX,"25.3745" 
12:14:59.991,RX,"1.57049,3.02607,9.15" 
12:15:00.021,RX,"482" 
12:15:00.021,RX,"29.755" 
12:15:00.201,RX,"25.3303" 
12:15:00.201,RX,"1.53219,2.94946,9.07" 
12:15:00.231,RX,"821" 
12:15:00.231,RX,"29.961" 
12:15:00.411,RX,"25.3745" 
12:15:00.411,RX,"1.72371,2.91116,9.11" 
12:15:00.440,RX,"651" 
12:15:00.440,RX,"30.167" 
12:15:00.621,RX,"25.4626" 
12:15:00.621,RX,"1.57049,2.87285,9.15" 
12:15:00.651,RX,"482" 
12:15:00.651,RX,"30.374" 
12:15:00.800,RX,"25.4186" 
12:15:00.831,RX,"1.57049,2.91116,9.15" 
12:15:00.860,RX,"482" 
12:15:00.861,RX,"30.58" 
12:15:01.011,RX,"25.3965" 
12:15:01.071,RX,"1.57049,2.91116,9.23" 
12:15:01.071,RX,"143" 
12:15:01.072,RX,"30.787" 
